asin,sentence,helpful,main_image_url,product_title
0553386697,Makes it much easier to understand the motives behind your childs behavior.,1.6,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
B0002MQGR2,IE: having two optical sources combine into one optical input.,1.3,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00081NX5U,"high end sound, just zero bass.",1.8,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B0010K8IM6,the amp please let me know how it went.,0.5,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B000ANVPP6,Even Ethan and Martin’s escape from the Indians on horses maneuvering a steep descent in John Ford's Searchers,1.1,http://ecx.images-amazon.com/images/I/51AzKokhsEL.jpg,Hondo (Full Screen)
B000002KHF,"If  you don't have it and don't buy it for two lousy bucks, you are a fool.",0.5,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
B000P0J09C,(but we didn't dare smile or laugh).,0.5,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00C30FCUI,"I found that Symphonized ear buds were very clear, loud and powerful.",1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000J0JF,I used to play this game as a child and have now introduced it to the next generation.,0.7000000000000001,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0399162089,The pages are cheap quality paper.,1.4,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B0015450T6,We are using it for taking jewelry photo.,1.2,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B00BPEJX12,Shaun of the Dead and Hot Fuzz are better.,0.9,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
B000BN8Y2W,"My grandson is going to be really pleased to get it for his birthday, he loves pretending to be a fireman.",1.2,http://ecx.images-amazon.com/images/I/71GMzHZOTDL.jpg,Jr. Fire Fighter Suit with embroidered Cap
1402241372,I was with Jane all the way at the end,0.4,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00KU9LQUO,"Probably the most fun additions in our first several play-throughs have been the addition of the ""ouch"" and ""celebrity"" sides of the die, which can bring some much-needed table turning opportunities in the Superstar and Statue of Liberty.",1.6,http://ecx.images-amazon.com/images/I/91H7TLUPYqL.jpg,King of New York Board Game
B002NKM4C2,The Onkyo also had a great feature where you can program it to play any song on the disc in any order and leave out any songs you don't want.,1.1,http://ecx.images-amazon.com/images/I/71sr3IboLOL.jpg,Yamaha CD-C600BL 5-Disc CD Changer (Black)
B00081NX5U,and I'm seriously thinking about doubling up and arranging a surround system for the party room/theatre..,1.3,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B0007U00XK,It has auto focus or manual focus.,1.2,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0375703764,so reading reviews is pointless,0.4,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0015450T6,I tried taking some pictures as per the instructions and was amazed with the results on my first try.,1.3,http://ecx.images-amazon.com/images/I/71zfnZ6by7S.jpg,"MyStudio MS20 Professional Table Top Photo Studio Lightbox Kit w/ 5000K Lighting for Product Photography, 20x20x12 inches"
B000ANVPP6,I bought this DVD for the family to enjoy,0.5,http://ecx.images-amazon.com/images/I/51AzKokhsEL.jpg,Hondo (Full Screen)
0451232852,such a tinderbox that one assassination plunged it into despair for years to come.,1.2,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
0618871713,""" It certainly isn't beautiful, or heartwarming, or pleasing.",1.2,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B007R3AZNK,Black Night from Bonamassa's Sloe Gin CD.,0.8,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B00766BEZG,A perfect product with high quality.,1.7000000000000002,http://ecx.images-amazon.com/images/I/41VXHNBhn5L.jpg,Grace Digital ACC-IRCLI Rechargeable Battery Pack for Mondo and Mondo+
B00C30FCUI,The sound quality is excellent and clear.,1.7000000000000002,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00C30FCUI,Other than that and the noisy cables...,1.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00BLG5CSC,I was really happy with the way the action fit sports earhook headphones fit.,1.3,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
0671015206,Should have read this book 10 years ago!!!,1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B001DKO7R8,"I've read other reviews that say it's hit or miss to get them working, but I had no issues.",1.0,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B0017O3UHI,From looking at the antenna,0.7000000000000001,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
0553386697,Can a girl get a citation up in here?,0.4,http://ecx.images-amazon.com/images/I/81HdbmkRjWL.jpg,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
1402241372,"If you fall in love with this story, don't miss The Firebird.",0.9,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B0011000R6,I bought the Gary Fong Lightsphere and was really impressed.,1.7000000000000002,http://ecx.images-amazon.com/images/I/61focgrGi7L.jpg,Gary Fong Puffer Pop Up flash Diffuser for DSLR's CANON / NIKON / OLYMPUS / PENTAX (excluding Canon T4i)
B000ANVPPQ,"I highly recommend this DVD for John Wayne fans and those who want to see the ""Duke"" in a more comedic role.",1.4,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B00DPKQ60A,"There, which is the best song so far.",1.5,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B004UKNJCM,We got it for our son for Christmas and play it all the time.,1.1,http://ecx.images-amazon.com/images/I/915552Zm8zL.jpg,Whoowasit? Award-Winning Board Game Electronics
B0018QROM2,This entire unit was priced less than the estimate to replace only one of the speakers in the box.,1.3,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
0375703764,These mechanics are masterfully combined to make one of the most compelling and truly scary novels I've ever read - all without resorting to horror tropes like gore and monsters.,1.7000000000000002,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B0002MQGR2,I do not know if return it or throw it to the garbage to avoid the hassle.,0.9,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00000F1D3,"I bet no one in 1998 would predict that Cher would release a dance album that would not only instigate possibly the biggest musical comeback since Tina Turner, but provide her with the biggest hit of her career(and the #1 song of 1999).",1.5,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B00000J0JF,We got this game last Christmas for my bright 8 year old daughter.,0.8,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00ITOAYOQ,It was a gift for my daughter's bitrhday,0.5,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
B002JSM3KQ,I have nothing to say about this product.,0.2,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
B000L212HC,"Eventually, Borden comes up with a trick that Angier can't figure out.",1.2,http://ecx.images-amazon.com/images/I/51whgYqON5L.jpg,The Prestige [Blu-ray]
B00CKH9URU,and I worry about damage that may be done to thinner shirts.,0.7000000000000001,http://ecx.images-amazon.com/images/I/7178tVWycxL.jpg,Max Steel Interactive Steel with Turbo Sword
B00023GGHQ,"""De-Lovely"" is a celebration of that life as it is remembered cinematically.",1.2,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B00C30FCUI,"Luckily, I came up with a solution: routing the cord over the top and behind my ears.",1.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B0093IZSGG,I need that for charging.,0.7000000000000001,http://ecx.images-amazon.com/images/I/71jnxWu7JZL.jpg,Philips SoundShooter Wireless Bluetooth Portable Speaker
B000NP46K2,"Finally,  I've also heard criticism that this lens starts to go soft above 24mm, but I personally haven't seen any evidence of this either.",1.7000000000000002,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B008MPKAPK,Very impressed with this radio.,1.4,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
0790731886,He takes Gloria to his favorite restaurant for dinner and embarrasses his wealthy Aunt (Justine Johnston) and Uncle (Maurice Copeland) there.,1.4,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
0671015206,This makes it the gift that keeps on giving.,1.0,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
1402241372,"It is rare you find a book that once you finish it, you can't stop thinking about it.",1.2,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00005QT9O,It is one of my favorite Christmas movies.,1.3,http://ecx.images-amazon.com/images/I/51PR4CJZZ1L.jpg,Mixed Nuts
B0002MQGR2,"Originally I had two Toslink cables and one Monster, it didn't work.",1.4,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
0783225482,Or they may have to spend eternity together.,1.0,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B000ONDRFS,"Besides this ease of operation, the small size and weight for undemanding transportability recommend this camcorder for the young and the novice to capture experience and events.",1.6,http://ecx.images-amazon.com/images/I/81CofGfT-hS.jpg,Flip Video Camcorder
076362344X,We enjoy reading this book.,1.1,http://ecx.images-amazon.com/images/I/41FcN69t78L.jpg,Ish (Creatrilogy)
0451232852,"I had checked this book out from my local library and at first was very impressed with it, so much so that I ordered a paperback copy of it from Amazon.",1.3,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B001DKO7R8,Now You can Take Pics and Send Them to Your Smartphone or Tablet Via WiFi!,1.5,http://ecx.images-amazon.com/images/I/51T6HPiV0QL.jpg,SD/SDHC/MMC/Eye-Fi card to Compact Flash CF Type II Adapter for Professional DSLR Digital SLR Camera PDA Pocket PC
B0000658L4,"I just bought a second one as a gift and play to buy additional ones when I need a fun, sturdy gift that I know children will enjoy.",1.5,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B008FSCNTK,I was also pleased to see that someone had the common sense to include it with a separate order - so,1.0,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B0018QROM2,"I did a separate detailed review on the Dayton 12"" which includes the 10"" as well for only $120 if space is at a premium!",1.3,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00IUAAJY4,"When ready, then have them, or with parental help, do it on the papers to be sent or scanned.",0.30000000000000004,http://ecx.images-amazon.com/images/I/71t-qhB6ugL.jpg,Lulu Jr. Illustory -  Craft Kit
B00BLG5CSC,Update: if I could drop these lower than a one star rating I would.,0.9,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
B00092KD9C,"Trust me; after a few hours of carrying even a lighter set up around with this strap on instead of the one that came with your camera, your body will thank you.",1.4,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg,OP/TECH USA 1504372 Pro Loop Strap (Royal)
B0000658L4,But there are a ton of toppings,0.7000000000000001,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B002NKM4C2,It even plays some of my more temperamental CD's with no difficulty.,1.3,http://ecx.images-amazon.com/images/I/71sr3IboLOL.jpg,Yamaha CD-C600BL 5-Disc CD Changer (Black)
B00C30FCUI,The ear phones feel very light weight and does not take up much space.,1.9,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B003G9ZQQA,We were very pleased with the efficiency with which it was replaced.,1.4,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
0399162089,This coloring book is HORRIBLE.,0.9,http://ecx.images-amazon.com/images/I/A1aGNgxeIcL.jpg,Outside the Lines: An Artists' Coloring Book for Giant Imaginations
B00081NX5U,", I believe that the timbre of these speakers is not likely to change more.",1.3,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
0451232852,"The 900 plus pages may sound intimidating, but the story will keep your attention to the end.",1.7000000000000002,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
0451232852,And I'm sure it still goes on today.,0.5,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B000W7F5SS,"Many in the wizarding world, including the Ministry of Magic, do not believe Harry.",1.3,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B006KD37TC,r out of market stations.,0.4,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
B0010K8IM6,i would seriously consider dropping this company!!,0.9,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
0375703764,"However, I ended up DNF-ing this book not even halfway through because I didn’t care for the writing style (a bit pretentious) and it seemed to go on and on about nothing",1.4,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
0061208493,Don't let it be intimidating.,0.6000000000000001,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
B00002E220,A definite must see movie!,0.9,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
0375703764,This book... gets in your head.,1.0,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B008MPKAPK,"Excellent volume, short wave bands don't come through as well in mountain areas.",1.6,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B003G9ZQQA,"I ordered a different brand initially, but it was missing pieces when it arrived, so I ordered this one instead.",1.2,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B002JSM3KQ,"Bought for my grand daughter, she loves this game.",1.4,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
B00000J0JF,It is a really satisfying game although can be a little frustrating at times when you are thwarted by someone elses move!,1.7000000000000002,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00L5LDWP8,They have not told me how my little g-son likes the wagon I wish they would.,0.9,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B0002COTDA,The service was fast and efficient.,1.0,http://ecx.images-amazon.com/images/I/41pYBQGm-2L.jpg,Columbo - The Complete First Season
B00081NX5U,"(a little light sounding on radio stations for some reason, but sound great with c.d.s playing.)",1.3,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B004BFVKSQ,We bought her in November 2011 after detangling several times she is running out of hair and the process gets harder each time.,1.0,http://ecx.images-amazon.com/images/I/912HI5VFelL.jpg,My First Disney Princess Disney Toddler Rapunzel
B007R3AZNK,Have met his several times and he is not only a great musician but a great person !!!!,1.0,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
0783225482,I remember seeing this black comedy flick as a kid in the theatre-and absolutely loving it!,1.1,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B00004RD54,In some ways this is excellent proof of Lou's songwriting ability.,1.5,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B00KU9LQUO,"Fun game, not my top game since I feel like the game just sort of ends during some playthroughs, but overall a very enjoyable game.",1.5,http://ecx.images-amazon.com/images/I/91H7TLUPYqL.jpg,King of New York Board Game
B00IUAAJY4,"So great!The instructions are quite clear and the customer service was so helpful, so she was able to do this all on her own.",1.7000000000000002,http://ecx.images-amazon.com/images/I/71t-qhB6ugL.jpg,Lulu Jr. Illustory -  Craft Kit
B00BPEJX12,", it's kind of like ""The Watch"" but brittish, if you like buddy movies, and off course the other movies of the Cornetto Trilogy, you'll enjoy this one",1.8,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
0761165975,My book arrived a few minutes ago and I couldn't wait to open the box and see if the other reviewers were right.,1.1,http://ecx.images-amazon.com/images/I/91iUIyXPTwL.jpg,The Wedding Planner & Organizer
B00KU9LQUO,I don't want to be strategically moving around the boroughs of New York attacking buildings and creating armies that attack other players,0.7000000000000001,http://ecx.images-amazon.com/images/I/91H7TLUPYqL.jpg,King of New York Board Game
B00SVYNSRE,remains my favourite though !!,0.6000000000000001,http://ecx.images-amazon.com/images/I/71eOmDn76+L.jpg,Human
0618871713,"Sincerely,    Taylor    Have questions, requests, etc.?",0.4,http://ecx.images-amazon.com/images/I/81VWEyQoyrL.jpg,Fun Home: A Family Tragicomic
B0018QROM2,",  instant intense center channel action!",0.9,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00000J0JF,My son's been playing this since he was 4 1/2...,0.9,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000ONDRFS,But don't let that stop you from trying this gadget...,0.9,http://ecx.images-amazon.com/images/I/81CofGfT-hS.jpg,Flip Video Camcorder
B000ANVPPQ,"His wife, Katherine (O'Hara) has left him for a socialite life.",0.9,http://ecx.images-amazon.com/images/I/51VKBZFQRRL.jpg,McLintock! (Authentic Collector's Edition)
B00000J0JF,Great game for kids and parents.,1.4,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000ANVPP6,The price for this DVD was a great deal!,1.2,http://ecx.images-amazon.com/images/I/51AzKokhsEL.jpg,Hondo (Full Screen)
B00004UFOO,"If they make the caps snap on, I will definitely be purchasing these again!!",1.4,http://ecx.images-amazon.com/images/I/71RDhTiphOL.jpg,Crayola Washable Super Tips
0375703764,albeit a very different one.,0.30000000000000004,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
1402241372,"If someone could make that happen, I'd sign up for those tours!Susanna's writing style reminds me of what I loved best about author Mary Stewart.",1.4,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00AR1G3FS,So I upgraded to the Blu-ray and WOW what a difference.,1.3,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
B00C30FCUI,I have been playing them at all volumes and the sound quality has been great.,2.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B0000658L4,"Overall, it's a cute and fun toy, but it can also be used for learning through play.",1.7000000000000002,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B000002GJH,"Some of these members would later go on to form Pearl Jam and upon releasing their highly acclaimed debut Ten, this would also reflect on the sales of Temple of the Dog, parachuting the release to platinum status.",0.8,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B00002E220,I really like this movie.,1.3,http://ecx.images-amazon.com/images/I/51PCHRAW0PL.jpg,Last of the Dogmen
B002JSM3KQ,"My family thought I bought a gun lol,  but",0.4,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
1402241372,"This is hearts and wounds and characters in danger, and love that ties them all together.",0.9,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B003IHUHGE,Headphones can be tricky to pick out without hearing them first.,1.2,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
0061208493,You won't find better anywhere.,1.0,http://ecx.images-amazon.com/images/I/81rZBiijb1L.jpg,The Complete C. S. Lewis Signature Classics
B00007E7K9,My Canon 70D feels very secure in this case,1.3,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
1402241372,The problem with writing a book about an unsuccessful plot in which nobody dies is...,1.3,http://ecx.images-amazon.com/images/I/51gMZ3KRoML.jpg,The Winter Sea
B00000J0JF,"The board pieces and cards are sturdy, and the player tokens are fun, distinctive characters.",1.7000000000000002,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000002KHF,"""This album is a must have for any true fan of music.",1.8,http://ecx.images-amazon.com/images/I/51RV37clhWL.jpg,Moondance
0375703764,And relatively educational to boot.,1.6,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00092KD9C,Neoprene strap takes the weight of the camera far better than the original strap.,1.7000000000000002,http://ecx.images-amazon.com/images/I/61rxbuyb3gL.jpg,OP/TECH USA 1504372 Pro Loop Strap (Royal)
0671015206,"Suspendisse lectus mauris, adipiscing a venenatis eget, interdum sed neque.",1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B000W7F5SS,"Many of these characters are members of the Order of the Phoenix, and because they serve as Easter eggs for the true fan and to supply depth to the universe of Harry Potter, reminding us that much more is going on beyond the halls of Hogwarts, these characters add rather than subtract from the film.",1.5,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B00007JZVB,"For workout and drilling the ""Basic Dance"" and ""Beyond Basic Dance"" would be better.",1.0,http://ecx.images-amazon.com/images/I/512RAZNR06L.jpg,Discover Bellydance
B000NP46K2,"I've used it on a 5D MkII, a 6D, and an FS100 with a fotodiox adapter.",1.3,http://ecx.images-amazon.com/images/I/41OuPC6mbgL.jpg,Canon EF 16-35mm f/2.8L II USM Ultra Wide Angle Zoom Lens
B00BLG5CSC,Update - replacement sent after the above review.,1.1,http://ecx.images-amazon.com/images/I/61QM9xk6X-L.jpg,Philips ActionFit Sports Earhook Headphones
B0042FDCMM,Will be moving to Level II soon.,1.0,http://ecx.images-amazon.com/images/I/41Czp+U5ZLL.jpg,Jane Fonda: Prime Time – Walkout
B003IHUHGE,They also do a nice job of keeping out ambient noise,1.6,http://ecx.images-amazon.com/images/I/71mkuO-o5nL.jpg,Bowers & Wilkins P5 Headphones - Black
B000P0J09C,From a man to a killing machine.,0.8,http://ecx.images-amazon.com/images/I/81trsp4+MEL.jpg,Full Metal Jacket
B00007E7K9,Since it's non detachable I cut it off and discarded it (except for the buckle).,1.3,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B00C30FCUI,The sound is excellent; the price is right.,1.7000000000000002,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000FCBH,", i suggest you get this one and",0.8,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B003T90WY8,They dont fit into my ears perfectly but they definately keep the ear buds on my head when running and in the gym as normally they dont stay in.,1.5,http://ecx.images-amazon.com/images/I/51wvXmZmxzL.jpg,EARBUDi Clips on and off Your Apple iPod® or iPhone® Earbuds - and Turns Them Into Sport Headphones. Soft Over-The-Ear Design with Earbud Tilt & Rotation - Provide a Custom Comfortable Fit.
B0000658L4,We have many of the M&D food sets and this is by far my favourite.,1.4,http://ecx.images-amazon.com/images/I/811Z0XZZtVL.jpg,Melissa & Doug Pizza Party Wooden Play Food Set
B00013M6NU,Confirmation from Nikon customer service confirmed suspicion Savings 360 is probably selling a counterfeit MH-61.,1.3,http://ecx.images-amazon.com/images/I/41XR3APDJBL.jpg,Nikon MH-61 Battery Charger for Nikon EN-EL5 Batteries
B00DPKQ60A,Every song on the album really show off her powerful vocals.,1.6,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B00000J0JF,Only 4 people can play at a time.,1.3,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B0002MQGR2,1-Meter Optical Digital Toslink Cable]],1.0,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00C30FCUI,They are stylish & I really love the wood finish & the sound,1.6,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00000J0JF,"I loved it as a kid, and now my son (6 years old) loves it too!",1.6,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B00000F1D3,The tempo of the music makes you want to dance.,1.2,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
0399157867,"Sue Grafton does an amazing job each time and this book, ""V"" is for Vengeance is no exception.",1.5,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
0375703764,"If you are coming to this book because you are looking for a good horror novel, you would best be suited to move on right now.",1.5,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B007R3AZNK,"I have them all, but this cd is now my favorite JB release and that feeling is shared by several of my women veteran friends.",1.2,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
0783225482,Very happy with my purchase which was right on time and in excellent condition.,1.2,http://ecx.images-amazon.com/images/I/51z2Gp2lmDL.jpg,Death Becomes Her
B0017O3UHI,I use with our pop up camper when camping for tv.,1.1,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B00AR1G3FS,I have it in my collection.,1.2,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
